Country,Region,Year,Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²)
Brazil,West,2006,Spring,7.83,8.28,0.49,3.58,16.26,13.54,2676,Chlorination,78.65,483,12,50,65.35,79391,54.98,38.69,82.92,2786,39.72,560
USA,North,2011,Pond,5.44,6.95,1.27,7.44,35.06,15.03,96,Boiling,97.41,250,4,98,14.65,88272,80.12,39.97,81.36,2886,28.59,836
Ethiopia,West,2002,Pond,1.54,8.1,3.32,9.01,32.31,13.6,1963,Chlorination,75.54,343,15,19,93.03,14447,59.96,54.24,64.59,297,31.68,674
Indonesia,South,2022,River,2.51,6.78,3.37,4.83,8.92,15.14,2866,Boiling,54.57,320,37,79,33.6,91121,42.02,37.76,32.03,1531,28.6,856
India,West,2022,Spring,7.38,7.43,1.57,7.85,48.43,3.42,4026,Chlorination,74.52,313,47,94,71.27,6132,12.56,46.0,95.23,617,24.82,764
USA,Central,2008,Well,8.06,7.62,3.51,5.8,17.7,11.25,598,Chlorination,78.19,180,28,70,95.55,9386,24.87,50.11,45.23,2151,22.12,93
India,West,2001,Pond,2.79,7.69,1.94,5.9,16.46,16.99,2981,Boiling,57.79,91,25,17,51.85,20900,94.61,49.28,66.31,499,38.77,346
USA,North,2021,Well,3.68,8.21,0.0,4.97,18.46,0.39,3963,Chlorination,37.28,217,21,7,51.74,30292,77.18,86.89,21.55,2123,37.45,64
USA,North,2008,Lake,0.78,6.59,0.81,7.37,4.59,2.47,428,Boiling,72.47,289,23,26,13.49,96086,8.76,32.54,54.33,759,17.51,330
Pakistan,West,2011,Spring,7.13,6.66,4.41,5.53,31.25,4.91,3781,Boiling,86.15,89,12,13,40.25,63914,0.55,32.77,69.35,983,11.37,102
USA,North,2011,Tap,0.04,7.76,1.11,8.82,11.93,5.89,1324,Chlorination,99.83,483,42,17,85.54,22508,17.54,77.03,50.48,2357,20.36,117
Brazil,North,2014,Lake,0.47,6.44,0.56,9.74,40.17,3.65,2590,Chlorination,45.61,196,20,64,15.24,82318,94.39,41.36,58.17,2066,29.84,860
Ethiopia,West,2001,Spring,0.04,7.16,3.41,9.55,19.71,12.49,2414,Boiling,79.03,183,0,30,91.92,6023,58.0,15.86,35.36,726,16.04,359
Bangladesh,East,2017,River,6.45,6.05,2.2,4.14,22.93,5.88,1767,Filtration,31.96,65,3,19,67.4,9938,83.87,48.5,48.02,2751,21.49,418
Mexico,East,2012,River,4.17,6.35,3.98,3.1,32.32,3.16,1516,Chlorination,97.89,415,2,69,43.25,19491,46.52,54.02,77.87,1325,11.95,741
India,South,2013,Well,2.98,7.7,4.31,6.07,38.09,18.12,1339,None,30.88,97,49,44,55.56,48659,82.66,59.42,97.58,2853,17.11,558
Bangladesh,North,2004,Pond,9.13,7.87,4.23,8.1,11.56,13.9,4094,Chlorination,55.12,305,22,0,16.75,33259,3.39,28.81,57.5,1407,38.29,755
Mexico,West,2009,Tap,1.93,6.29,1.57,9.84,48.31,4.92,4659,Filtration,35.35,477,15,18,23.31,62428,42.68,87.86,74.88,418,8.59,643
Ethiopia,North,2011,River,3.89,6.57,2.53,8.48,31.12,7.22,3403,Filtration,73.47,23,44,38,30.07,66323,37.76,68.96,98.1,2376,39.55,596
Ethiopia,Central,2009,Spring,9.4,6.25,3.25,7.06,0.28,14.82,2546,Chlorination,53.76,219,12,26,39.71,16296,98.15,67.61,81.98,1888,8.62,217
India,North,2023,Pond,4.27,7.08,1.61,3.18,20.78,15.82,976,Chlorination,81.31,173,38,55,91.72,70568,30.05,79.83,20.81,803,12.77,859
India,North,2010,Pond,5.55,6.32,0.21,8.78,21.84,3.53,1614,None,64.05,386,30,15,38.02,43637,41.69,12.09,94.84,754,3.49,498
Ethiopia,East,2024,Spring,0.8,7.09,2.48,4.24,40.46,18.73,1584,Chlorination,59.36,244,23,77,53.34,33708,75.88,59.05,89.33,681,30.08,831
Mexico,West,2001,Pond,7.9,7.83,0.06,3.39,15.26,15.71,4061,Filtration,54.4,113,46,97,17.88,22496,88.07,75.43,41.69,2495,0.71,82
USA,North,2004,River,4.23,7.71,4.75,8.95,16.56,17.14,4651,None,36.03,265,14,6,74.13,5385,87.84,12.75,34.52,1143,31.51,933
Indonesia,East,2006,Spring,8.01,6.7,3.98,6.96,3.52,2.88,1270,Chlorination,44.34,389,4,19,56.91,87512,39.45,70.49,91.94,1291,23.09,100
China,South,2005,Spring,2.54,7.68,0.96,3.9,14.18,2.87,218,None,74.74,353,48,30,45.11,7364,94.86,89.18,75.1,1943,29.95,887
Bangladesh,East,2021,Well,4.22,8.32,1.44,5.71,35.85,6.11,533,None,64.77,222,21,85,94.82,56659,65.35,57.47,38.96,1940,31.32,829
Pakistan,East,2022,Tap,7.87,6.87,4.91,3.6,31.74,1.29,1495,Filtration,34.91,307,21,83,89.28,15065,85.11,43.98,77.11,1880,4.98,457
Bangladesh,East,2002,Well,9.74,6.82,1.87,7.47,4.07,1.82,1373,Filtration,68.08,234,10,78,66.63,93124,92.63,46.29,68.02,291,0.86,815
Pakistan,North,2012,Tap,0.6,7.43,3.92,4.98,5.73,2.86,4139,Boiling,33.79,305,23,24,92.34,66221,23.36,64.36,44.74,1873,6.75,821
Mexico,North,2002,Spring,8.12,6.61,2.23,9.06,18.85,14.25,3823,Filtration,65.82,109,44,0,57.35,86677,49.92,55.6,64.54,1718,15.36,864
Pakistan,South,2024,Pond,3.01,7.63,4.32,5.5,37.19,0.6,3949,Boiling,97.55,313,9,16,83.04,93882,58.78,73.01,62.18,2776,2.93,244
India,Central,2023,Tap,5.51,8.08,3.52,6.46,41.65,1.66,64,Filtration,51.51,435,46,79,42.13,16848,80.24,43.73,60.78,1615,18.27,839
Indonesia,Central,2020,Spring,2.9,7.15,0.11,3.44,0.73,18.88,4341,Filtration,80.65,12,33,84,10.5,36811,40.12,43.39,61.39,713,11.4,735
Indonesia,Central,2005,Spring,6.13,7.7,1.47,4.93,16.45,1.67,3142,Boiling,82.19,124,10,26,99.43,38154,21.04,69.68,20.03,639,14.55,589
India,South,2010,Well,3.54,7.63,2.79,7.74,21.21,10.75,1724,Boiling,58.34,314,42,98,18.23,93674,74.32,61.64,41.49,1985,37.61,233
Brazil,Central,2016,Well,3.34,6.1,4.63,8.15,45.56,12.85,2205,Boiling,71.53,166,28,23,26.65,27654,59.23,72.25,54.47,1032,28.97,225
Mexico,Central,2009,Pond,0.38,6.46,0.51,4.7,25.07,19.17,2985,None,63.04,52,21,61,17.98,99948,89.83,80.97,30.18,638,26.33,175
Brazil,East,2011,Lake,1.47,8.23,3.01,6.53,13.49,18.0,3913,Boiling,49.84,185,32,51,35.07,21048,65.5,31.07,79.93,2878,26.14,443
Brazil,North,2016,River,9.17,8.35,1.51,8.72,19.5,8.81,1048,None,82.83,275,7,50,30.35,31512,1.68,35.2,87.75,1420,22.22,70
Bangladesh,North,2003,Lake,9.98,7.95,4.45,5.66,21.82,18.84,3654,None,79.2,446,48,65,60.91,63690,96.67,52.16,85.42,1578,20.52,805
Ethiopia,East,2001,Lake,7.81,8.3,3.83,3.94,33.5,8.65,2872,Boiling,93.04,351,31,56,99.65,66670,59.31,84.44,56.77,1330,35.29,79
Bangladesh,East,2010,Pond,2.87,6.77,1.85,6.02,2.05,13.4,4255,Boiling,73.27,9,39,54,7.15,8077,59.59,76.78,75.26,828,3.0,874
Ethiopia,East,2006,Tap,4.02,6.62,0.84,7.2,19.47,5.19,1004,Boiling,57.21,409,44,52,78.29,18187,90.93,47.48,26.15,341,11.54,552
China,North,2001,Pond,7.4,6.96,0.06,3.05,32.33,12.73,2122,Filtration,79.98,146,22,88,14.54,82952,66.38,55.85,35.95,2065,4.17,194
Pakistan,Central,2017,Pond,9.69,6.14,3.11,5.44,14.17,10.76,4574,Filtration,73.33,476,4,18,3.94,96340,47.93,66.98,23.76,1757,0.44,136
Ethiopia,East,2020,Spring,4.55,8.02,2.03,7.25,29.59,12.14,3981,Boiling,73.16,316,30,12,64.58,59725,10.73,51.81,97.24,904,0.55,659
India,South,2003,Spring,8.3,8.46,1.57,9.66,17.86,13.65,4482,Chlorination,89.49,332,28,28,87.58,19581,96.22,17.88,65.95,1123,0.96,149
Bangladesh,East,2007,Spring,9.75,8.06,4.93,5.86,37.94,3.47,471,Boiling,93.73,117,5,95,19.28,31120,7.85,38.22,34.02,1565,27.27,272
Mexico,West,2019,River,8.73,7.39,2.33,4.14,3.03,6.03,3405,Chlorination,42.62,417,24,5,35.48,66988,17.03,13.81,76.6,2535,4.46,609
Pakistan,East,2013,Tap,2.27,6.74,3.75,6.74,45.9,14.72,308,Filtration,51.98,339,24,72,18.54,36073,81.95,63.59,59.13,2514,8.1,165
China,North,2011,Tap,0.08,6.49,0.89,5.0,8.58,3.28,2934,Filtration,75.52,427,30,0,90.84,90006,49.04,36.97,54.74,2145,16.76,340
Ethiopia,East,2021,Spring,4.92,6.91,0.07,4.5,7.93,6.88,4796,Chlorination,69.01,487,13,23,28.5,47631,17.83,69.07,93.08,1755,10.77,489
China,West,2020,Lake,5.31,7.67,2.09,7.13,42.03,13.33,3047,Filtration,75.66,17,16,73,45.58,95135,28.62,44.38,76.66,2075,32.67,797
Mexico,South,2017,River,2.01,7.12,3.33,9.41,43.46,18.75,1921,Boiling,60.31,376,15,98,89.68,93434,99.4,13.65,75.25,2472,24.94,641
Brazil,Central,2010,Lake,2.85,8.34,2.53,8.85,4.65,1.51,2999,Chlorination,58.87,225,27,5,56.18,26055,58.4,40.37,27.78,1164,13.33,997
Indonesia,East,2007,Well,7.65,8.14,4.45,4.28,45.44,10.33,2017,Chlorination,38.24,111,8,47,93.42,4630,40.16,27.5,27.36,2416,12.71,330
Mexico,West,2001,Tap,4.7,6.26,2.17,8.36,13.66,1.64,4881,None,73.66,71,1,19,92.79,65615,87.62,27.14,73.15,522,27.35,932
Nigeria,West,2024,Tap,3.17,6.33,1.56,4.61,30.93,7.58,1478,Filtration,42.3,143,3,75,47.24,24826,47.97,40.21,32.52,1923,6.83,921
Mexico,South,2014,Lake,6.23,7.69,4.58,5.03,3.43,3.51,2352,Chlorination,76.97,103,19,66,59.07,53193,30.79,88.27,56.26,2217,11.22,173
China,North,2008,River,6.53,6.58,2.03,9.44,19.03,12.99,4197,Chlorination,97.7,214,40,54,24.57,44033,16.42,86.81,65.58,294,14.14,335
India,East,2018,Tap,7.69,7.98,1.35,9.38,22.54,15.16,4870,Chlorination,47.95,479,35,17,99.07,3886,74.45,74.28,51.05,561,18.19,147
Bangladesh,West,2019,Lake,1.57,7.48,0.49,4.18,29.99,4.95,3459,Filtration,39.95,76,36,20,29.28,44337,59.62,29.64,26.81,1829,7.62,752
India,South,2007,Pond,7.42,6.57,3.97,3.45,26.26,14.26,3754,Chlorination,31.69,25,5,98,78.76,43197,9.24,71.11,79.47,1789,6.29,821
China,Central,2024,Pond,5.99,7.2,4.13,5.05,23.07,8.94,1231,Chlorination,56.52,229,0,63,32.67,27499,59.16,11.23,90.8,2004,39.6,924
Bangladesh,West,2018,River,0.58,7.02,0.17,7.07,47.98,5.67,3120,Boiling,45.02,192,44,36,32.68,16649,15.95,14.51,32.93,2024,36.53,211
Nigeria,South,2004,Lake,7.77,8.18,1.79,9.14,9.25,10.47,571,Boiling,64.43,449,49,18,12.18,60547,98.17,76.86,88.33,869,20.94,99
Indonesia,North,2010,Pond,3.83,6.08,3.75,3.83,7.9,7.59,3589,None,66.7,102,2,88,56.87,97622,25.97,55.14,83.1,2758,30.62,754
Pakistan,North,2014,River,3.3,8.24,4.73,5.9,35.67,4.6,147,Chlorination,54.45,204,36,55,25.99,79330,69.6,39.86,65.11,2514,26.96,458
China,West,2007,Spring,4.48,7.63,1.89,4.9,3.73,15.14,3443,Filtration,82.49,410,44,61,16.54,11227,65.6,69.24,67.69,2012,3.0,595
Ethiopia,West,2018,River,3.46,7.84,4.36,3.1,24.14,15.95,596,None,93.34,259,41,17,24.21,72126,69.14,19.15,72.13,999,20.72,455
China,East,2022,Well,3.38,6.01,1.97,8.52,24.2,16.01,1070,None,44.81,232,2,29,26.61,71531,43.0,32.93,61.98,332,7.36,810
China,South,2007,Spring,8.08,7.57,0.9,8.69,15.5,7.64,3745,None,88.54,50,42,55,51.4,52052,7.43,68.21,87.55,2596,23.36,995
Bangladesh,West,2018,Lake,1.25,7.47,0.02,4.55,46.52,3.39,4250,Chlorination,39.18,467,32,41,39.82,95061,98.0,26.57,57.93,746,2.47,491
USA,East,2017,Spring,9.71,7.34,1.65,4.06,14.13,16.81,4325,None,46.01,130,14,52,9.4,12647,19.15,58.05,63.76,962,6.52,686
Mexico,East,2009,Spring,5.55,7.96,1.89,4.01,14.42,6.59,3371,Filtration,69.3,342,3,97,54.53,69588,76.97,45.81,22.94,1782,31.27,890
USA,West,2006,Lake,1.83,7.39,4.73,6.25,11.71,14.96,157,Boiling,51.46,65,14,73,79.2,17862,13.76,26.19,34.41,2515,33.73,662
Nigeria,North,2008,Lake,1.31,8.14,1.03,4.73,7.29,16.35,922,Boiling,32.92,399,6,85,58.28,39815,28.12,81.07,92.3,2028,36.3,367
Ethiopia,South,2000,Pond,5.92,6.58,1.91,6.58,18.2,15.36,3318,Chlorination,50.64,201,46,49,97.5,87933,55.99,44.84,29.73,1205,35.87,871
Indonesia,South,2018,Well,6.33,8.01,0.13,5.69,34.04,7.8,2346,Filtration,93.34,283,3,3,11.72,25478,41.35,57.91,92.32,1267,36.28,609
Brazil,North,2004,Lake,0.53,6.45,3.82,4.48,37.11,18.76,4050,Filtration,42.2,299,2,62,82.47,11496,95.83,30.24,70.87,1501,3.79,875
Nigeria,West,2018,Tap,2.43,8.03,4.58,8.26,40.67,13.2,1246,Filtration,83.46,145,22,66,51.56,18398,84.77,37.74,93.61,1362,26.38,814
Brazil,South,2000,Tap,7.95,8.35,1.19,4.05,9.88,11.51,765,Chlorination,80.56,257,13,55,53.12,75775,92.18,13.92,85.14,2078,28.04,28
Brazil,West,2014,Well,0.5,6.84,2.14,8.59,1.78,13.96,3651,Filtration,37.44,461,5,48,52.87,17277,64.07,48.66,89.22,1534,10.73,843
Indonesia,West,2015,River,8.55,7.32,0.61,6.93,48.73,0.89,2612,Boiling,53.06,427,32,91,33.88,13797,21.89,37.59,61.95,465,39.72,39
India,East,2022,River,6.58,7.65,2.28,8.82,0.72,7.81,4562,Filtration,43.25,403,8,21,33.81,67779,51.85,36.35,86.02,2417,11.43,223
USA,North,2006,Tap,4.34,6.2,0.67,3.03,48.03,17.62,3828,Filtration,31.62,311,11,11,63.92,14036,76.55,81.2,56.84,1439,23.0,425
China,West,2011,Lake,3.46,7.24,2.62,8.24,41.44,3.22,4581,Chlorination,42.11,375,49,48,6.39,71472,6.47,66.31,23.53,316,34.89,938
Pakistan,Central,2007,Well,0.19,6.9,3.67,3.36,45.6,8.29,443,None,44.11,103,34,12,59.7,31089,86.31,46.58,72.11,2174,11.57,773
Brazil,North,2004,River,8.25,8.18,2.77,9.65,19.36,8.1,904,None,41.62,150,30,32,73.01,921,63.14,25.63,78.28,2681,24.26,177
Ethiopia,South,2009,River,1.43,8.19,1.23,7.92,9.86,7.12,2910,Chlorination,36.38,117,2,46,36.92,55849,72.36,87.86,28.12,1639,28.8,664
Nigeria,East,2020,Spring,3.1,7.75,1.77,5.24,30.32,11.25,3209,Chlorination,66.84,315,45,63,23.3,54944,69.43,15.98,85.27,287,25.07,719
India,South,2004,Tap,5.69,7.64,3.19,5.24,37.06,19.92,1801,Chlorination,52.58,198,35,82,22.91,47850,84.78,20.89,26.01,433,16.24,365
Brazil,South,2016,Lake,2.46,7.83,2.95,9.03,6.54,5.12,925,Chlorination,93.58,428,12,16,10.02,7308,8.75,31.63,55.33,808,37.79,373
India,North,2004,Well,4.97,6.91,0.68,9.32,39.88,14.1,3721,Filtration,43.1,302,12,33,10.79,37981,37.7,86.36,59.03,729,24.49,345
India,South,2021,River,8.09,7.01,4.22,9.24,10.43,15.16,4387,Filtration,72.2,333,33,67,18.34,37044,50.26,32.31,22.94,2076,8.97,94
Brazil,West,2014,Spring,4.71,7.38,2.38,8.66,24.58,11.69,751,None,93.04,420,20,38,3.88,86810,54.66,49.31,25.26,1858,32.25,875
Bangladesh,South,2012,Tap,9.49,8.35,0.81,8.73,42.82,1.95,1234,Chlorination,33.3,391,33,71,28.09,89148,94.26,70.89,56.05,437,26.24,113
Mexico,East,2000,Tap,8.48,7.81,0.61,7.01,9.67,11.45,2922,Chlorination,66.14,497,41,96,32.03,89630,4.25,84.33,44.9,2611,4.38,127
Ethiopia,East,2010,Well,3.33,7.38,4.83,3.2,12.09,19.07,662,Filtration,61.55,388,42,0,99.53,90805,86.64,58.41,85.27,608,11.13,47
China,Central,2022,River,4.0,7.93,1.41,3.61,3.14,6.84,3195,Chlorination,95.01,278,27,4,99.19,78634,55.19,40.74,53.11,1510,6.33,492
China,East,2000,Well,4.23,6.93,4.54,7.55,7.33,12.79,1584,Boiling,76.46,104,46,95,20.33,95327,55.46,88.84,28.44,1202,2.91,490
Ethiopia,South,2010,Well,6.26,7.83,2.05,5.81,7.33,19.19,919,Filtration,54.44,9,34,39,22.88,29094,32.03,12.09,32.63,2203,9.21,145
Bangladesh,East,2017,Pond,2.87,7.03,1.93,6.97,10.17,15.96,4219,Boiling,79.81,112,13,62,50.21,15480,64.36,76.57,73.88,417,11.13,85
China,North,2017,Spring,9.69,6.7,3.5,4.62,14.31,13.77,67,Filtration,70.79,26,17,0,16.58,49901,64.64,32.19,96.01,2650,18.66,304
India,East,2020,Tap,6.09,7.52,0.05,7.55,40.75,19.42,4570,Filtration,54.3,98,18,34,51.4,93441,18.93,75.4,89.57,2592,38.77,325
Indonesia,West,2015,Pond,3.99,7.72,1.69,4.7,45.79,3.41,4453,Filtration,84.97,256,18,85,41.14,38319,67.7,22.97,30.36,2731,37.73,506
Nigeria,North,2012,Lake,6.45,7.15,1.51,6.23,20.31,15.45,1766,None,76.77,326,32,92,33.81,65626,26.67,37.75,21.31,312,30.15,965
USA,Central,2006,Tap,3.95,7.41,4.34,6.35,6.41,8.14,1953,None,30.38,494,34,16,82.62,39379,68.88,14.48,22.12,1241,25.86,630
China,West,2000,Tap,8.18,7.74,2.65,4.24,11.19,7.21,2568,Filtration,90.56,370,19,93,83.16,4891,61.19,25.97,64.39,2466,37.89,577
Ethiopia,South,2015,Spring,5.68,7.92,1.82,9.13,36.81,10.41,3708,Filtration,57.8,135,28,98,98.81,90849,71.6,58.22,58.87,360,5.7,27
Indonesia,South,2000,Lake,0.42,8.24,1.33,6.68,33.87,0.68,4928,Filtration,75.18,394,7,59,23.86,86140,1.97,70.92,21.07,1293,13.21,900
Brazil,South,2016,River,1.77,6.89,2.95,9.07,48.36,6.25,2671,Filtration,57.77,225,24,0,89.05,20893,12.54,82.9,24.57,1230,22.13,441
Mexico,West,2005,Lake,8.65,8.38,0.76,4.84,0.72,3.32,3399,Chlorination,91.7,126,16,3,54.71,70941,84.02,19.57,99.98,1224,32.56,625
Ethiopia,West,2001,River,5.63,7.59,1.23,4.21,37.54,2.77,1353,Chlorination,75.56,115,0,8,59.96,52236,38.07,21.25,97.2,2346,24.95,158
India,West,2016,Lake,9.5,7.97,1.47,3.13,25.29,6.75,442,Chlorination,70.56,411,37,44,89.84,51417,83.67,85.1,30.14,2846,32.35,449
Mexico,North,2005,Well,0.72,7.75,3.04,3.66,45.13,16.05,600,None,98.62,289,48,31,94.38,66026,6.27,71.28,33.13,1815,6.12,228
Nigeria,North,2013,Lake,2.95,6.51,1.87,4.03,28.81,4.02,3166,Boiling,49.64,170,29,68,73.23,64243,76.94,53.18,92.01,514,7.71,917
Nigeria,South,2017,Pond,1.94,6.18,2.53,3.55,22.33,10.63,3942,Filtration,34.57,211,27,13,36.09,58986,8.38,48.14,60.6,1257,29.62,15
Bangladesh,East,2005,Pond,5.54,7.82,3.25,9.28,33.29,14.97,2809,Chlorination,66.12,411,32,50,49.99,67150,46.83,22.62,96.64,425,13.93,680
Pakistan,South,2009,Spring,3.83,7.28,4.78,9.38,41.68,4.82,3388,Chlorination,59.68,432,12,89,62.28,92831,93.76,40.34,61.63,678,17.44,619
Bangladesh,Central,2023,River,1.57,7.76,3.82,9.56,14.12,18.48,4582,Chlorination,61.8,188,23,22,83.21,13510,7.77,39.81,66.18,2738,31.67,848
Indonesia,North,2017,Tap,6.43,7.19,2.03,9.72,5.38,17.33,2786,Filtration,73.41,489,43,45,66.48,50791,35.07,61.87,37.61,422,2.8,904
Mexico,West,2008,Spring,5.36,6.78,3.74,6.44,21.65,5.02,2695,Filtration,73.06,420,36,85,37.81,8467,51.83,57.91,90.09,1915,6.72,260
Pakistan,North,2007,Pond,2.75,6.71,4.75,6.71,10.73,19.79,3648,Boiling,57.46,386,21,26,42.95,88073,89.95,14.78,86.0,2130,11.83,70
Brazil,West,2009,Pond,4.8,7.83,2.5,3.92,21.48,13.38,2052,None,90.4,264,12,88,6.94,43436,33.26,77.88,46.99,719,35.34,488
India,Central,2016,River,7.46,6.69,2.05,3.96,49.55,5.72,631,Boiling,75.6,499,39,35,92.58,48192,80.7,85.0,68.99,2490,16.2,895
Mexico,Central,2022,Pond,2.05,7.79,0.39,8.41,28.71,13.62,3442,Filtration,92.29,213,11,67,10.64,34413,71.82,72.42,47.32,287,10.08,77
Bangladesh,North,2005,Pond,2.93,6.96,4.46,8.99,34.68,13.32,1754,Boiling,93.92,88,40,31,58.83,67663,30.71,24.27,57.12,1182,27.14,450
USA,West,2013,River,3.46,7.93,1.23,8.49,33.9,12.12,3033,Chlorination,41.71,129,48,72,87.42,10550,34.08,23.77,88.28,679,1.21,262
Pakistan,Central,2021,Pond,7.47,6.36,0.32,8.84,41.04,14.23,1578,Boiling,77.64,22,45,65,43.24,75710,19.1,68.09,53.23,508,31.0,838
Pakistan,South,2021,Tap,8.47,6.51,2.69,4.94,47.21,5.37,25,Chlorination,52.23,178,6,41,80.41,88181,69.3,45.27,87.25,2902,27.92,893
India,South,2005,Well,3.76,7.71,4.23,6.26,32.94,19.58,2209,Boiling,88.55,400,35,49,80.77,59365,56.31,72.3,96.81,739,2.2,633
China,West,2006,Spring,2.97,7.4,2.03,6.21,23.8,17.16,2902,Chlorination,81.3,408,28,56,7.86,14764,15.5,16.04,53.31,1691,19.92,538
Nigeria,North,2011,Tap,8.89,6.51,3.92,9.97,15.89,14.91,1129,Boiling,43.91,459,28,63,42.39,54507,62.01,67.31,90.2,289,16.17,678
Nigeria,Central,2002,Tap,9.99,8.26,4.18,9.64,18.01,0.53,4996,None,95.71,410,25,45,69.72,93804,49.86,43.93,44.32,1209,6.33,76
USA,North,2013,Well,6.7,6.69,2.27,7.19,16.72,11.81,4104,Boiling,77.84,19,26,88,43.39,87740,9.26,12.48,20.23,2560,6.16,836
Indonesia,South,2021,Spring,9.9,7.05,2.95,3.97,16.22,14.13,4145,Filtration,96.4,328,23,73,55.43,32461,95.37,53.61,26.76,379,6.41,993
Indonesia,Central,2018,Tap,6.6,6.51,2.67,4.81,34.73,17.08,441,Filtration,44.13,470,30,88,60.26,50226,83.48,65.92,78.97,748,23.99,524
Brazil,North,2022,Pond,7.33,6.97,4.7,5.55,29.39,18.92,3895,Chlorination,90.88,419,6,53,16.82,16259,7.1,52.26,28.01,201,6.84,887
Mexico,East,2015,Well,3.89,7.23,3.63,9.11,10.1,18.32,4797,Filtration,76.77,411,16,52,42.37,6004,93.13,19.83,95.13,1257,2.38,624
Ethiopia,West,2006,Spring,4.33,6.74,4.63,4.19,48.48,8.12,4849,Chlorination,68.66,241,48,28,4.79,96819,91.67,75.27,89.33,1537,38.3,164
China,West,2007,Lake,1.44,7.92,1.1,4.54,21.39,17.93,1828,None,87.44,239,32,36,16.66,64199,4.22,35.37,61.19,2473,1.57,522
Bangladesh,East,2017,River,8.23,6.98,1.55,5.45,28.3,0.01,1535,Filtration,74.3,28,33,68,52.2,47672,20.15,83.72,66.52,563,26.56,344
Ethiopia,South,2024,Pond,9.31,7.82,0.35,9.49,35.13,7.03,4325,Filtration,76.87,244,17,13,58.21,95855,70.24,82.55,75.55,1730,37.44,855
Ethiopia,Central,2012,Well,6.23,6.52,2.5,6.53,30.68,2.28,559,Chlorination,47.76,119,40,96,16.33,62316,93.46,26.03,78.52,1149,1.52,397
Pakistan,West,2020,River,3.44,6.94,4.37,7.53,15.55,17.66,1173,None,87.19,425,4,26,76.05,65307,82.31,48.11,59.3,315,38.63,13
USA,East,2008,Lake,1.54,6.02,1.63,5.71,39.89,18.56,1878,None,75.52,313,0,4,38.55,22361,28.19,20.99,45.07,2361,20.09,994
Nigeria,East,2009,Tap,2.65,7.9,0.64,4.32,5.51,5.12,2255,Boiling,89.11,373,6,43,92.22,65652,3.34,64.22,92.82,1765,31.4,389
Brazil,South,2020,Tap,2.55,7.56,0.34,4.56,28.45,7.35,1084,Chlorination,54.61,31,33,14,39.99,22789,47.29,78.15,23.73,794,25.0,724
Indonesia,South,2022,Spring,6.14,8.04,2.24,8.62,13.67,19.68,3914,Chlorination,53.22,139,2,66,16.68,51767,9.2,61.87,48.49,2726,24.67,42
USA,North,2008,Well,9.45,7.14,0.82,9.25,30.79,11.32,238,None,31.67,157,35,0,76.28,89857,24.53,30.84,73.32,2967,31.55,20
Pakistan,West,2014,Well,0.48,8.0,1.73,6.45,10.9,9.94,2914,Chlorination,83.8,59,34,23,57.64,12771,64.01,16.11,91.29,2354,2.62,725
Bangladesh,North,2019,Spring,0.01,7.62,4.1,5.5,38.61,10.01,2095,Filtration,53.12,138,11,75,39.9,58004,49.5,15.54,25.94,2562,15.7,728
Brazil,East,2001,River,6.0,6.01,1.92,8.65,11.38,13.92,1471,Filtration,52.9,356,14,61,36.88,73229,37.67,58.87,72.72,2111,38.78,518
Pakistan,Central,2024,Tap,2.84,6.63,3.05,7.71,44.52,19.09,2045,Filtration,78.21,211,3,77,16.78,42218,93.0,86.27,58.97,1375,2.18,194
Nigeria,Central,2012,Tap,8.81,7.23,2.51,3.29,43.08,7.33,4612,Chlorination,47.7,138,32,56,35.4,33207,19.3,65.62,74.92,2134,10.51,163
Nigeria,South,2001,Well,3.27,7.55,3.59,5.46,18.12,3.45,3683,Boiling,93.63,367,15,19,4.88,49073,48.75,68.45,45.38,2322,26.88,865
Nigeria,Central,2018,Well,2.9,6.16,0.78,7.78,19.29,3.7,204,Boiling,67.66,110,28,57,51.24,9521,57.35,36.34,76.86,2929,4.02,888
USA,Central,2001,Spring,2.7,7.76,4.6,7.02,35.08,0.41,3600,None,97.86,485,5,13,89.88,9540,32.19,56.88,34.42,386,21.47,931
USA,Central,2002,Lake,1.45,7.36,3.22,9.85,4.52,11.11,2137,Chlorination,35.37,492,48,77,79.94,73935,70.53,35.33,82.03,2586,28.53,703
Indonesia,East,2005,River,5.82,7.31,1.35,9.06,4.05,18.58,1213,None,53.58,335,36,52,4.8,27052,86.73,82.13,79.95,2046,30.3,521
Indonesia,Central,2002,Pond,1.68,6.73,0.62,3.42,6.82,14.26,3834,Chlorination,56.7,250,22,34,88.36,4844,54.15,20.6,95.74,1612,22.45,676
Bangladesh,Central,2009,Lake,4.25,7.49,0.75,8.08,28.12,19.86,3091,Boiling,81.13,98,12,61,46.33,79438,78.13,60.56,33.86,1024,20.03,237
